,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
18,Brigade Enterprises Ltd. ,Residential/commercial/sez project,1.97,33.3,1.97,0.13,1.33  (Oct 2018),1.33  (Oct 2018),1.29 L,0.00 ,Small Cap,95.39
19,Heidelberg Cement India Ltd. ,Cement,7,32.6,1.92,-0.03,1.25  (Jul 2018),1.25  (Jul 2018),1.67 L,0.00 ,Small Cap,95.39
20,Equitas Holdings Ltd. ,Investment companies,3.72,32.3,1.91,-0.21,1.79  (Nov 2018),1.79  (Nov 2018),2.69 L,0.00 ,Small Cap,95.39
21,Taj GVK Hotels & Resorts Ltd. ,Hotels/resorts,2.81,32.2,1.90,-0.10,1.8  (Dec 2018),1.8  (Dec 2018),1.72 L,0.00 ,Small Cap,95.39
22,Vesuvius India Ltd. ,Refractories,1.9,32.2,1.90,0.00,1.84  (Aug 2018),1.84  (Aug 2018),28.91 k,0.00 ,Small Cap,95.39
23,Thomas Cook (india) Ltd. ,Diversified services,1.89,32,1.89,0.04,1.84  (May 2019),1.84  (May 2019),1.39 L,0.00 ,Small Cap,95.39
24,Rane Holdings Ltd. ,Investment companies,3.72,30.6,1.81,-0.20,1.81  (Jun 2019),1.81  (Jun 2019),29.04 k,0.00 ,Small Cap,95.39
25,Magma Fincorp Ltd. ,Nbfc,6.96,29.7,1.75,0.06,1.42  (Jan 2019),1.42  (Jan 2019),2.29 L,0.00 ,Small Cap,95.39
26,India Cements Ltd. ,Cement,7,29.3,1.73,-0.03,1.57  (Jan 2019),1.57  (Jan 2019),2.94 L,0.00 ,Small Cap,95.39
27,KEI Industries Ltd. ,Cables - electricals,1.72,29.1,1.72,-0.09,1.02  (Oct 2018),1.02  (Oct 2018),60.63 k,0.00 ,Small Cap,95.39
28,Kennametal India Ltd. ,Industrial equipment,1.98,28.7,1.69,0.06,1.56  (Mar 2019),0  (Jul 2018),25.57 k,0.00 ,Small Cap,95.39
29,Sundaram-Clayton Ltd. ,Auto ancillaries,6.34,28.5,1.68,-0.13,1.68  (Jun 2019),1.68  (Jun 2019),12.36 k,0.00 ,Small Cap,95.39
30,INOX Leisure Ltd. ,"Flim production, distribution & exhibition",1.48,25,1.48,-0.15,0.8  (Jul 2018),0.8  (Jul 2018),76.51 k,0.00 ,Small Cap,95.39
31,Carborundum Universal Ltd. ,Abrasives,4.81,23.3,1.37,-0.02,1.31  (Aug 2018),1.31  (Aug 2018),65.16 k,0.00 ,Small Cap,95.39
32,Transport Corporation Of India Ltd. ,Logistics solution provider,2.32,22.8,1.34,0.02,1.12  (Jul 2018),1.12  (Jul 2018),73.16 k,0.00 ,Small Cap,95.39
33,Esab India Ltd. ,Electrodes,3.58,21.9,1.29,0.02,0.68  (Jul 2018),0.68  (Jul 2018),19.07 k,0.00 ,Small Cap,95.39
34,NCC Ltd. ,"Engineering, designing, construction",4.17,21.8,1.29,0.05,1.24  (May 2019),1.24  (May 2019),2.24 L,0.00 ,Small Cap,95.39
35,Salzer Electronics Ltd. ,Consumer elctronics,1.18,20,1.18,-0.05,0.86  (Jul 2018),0.86  (Jul 2018),1.61 L,0.00 ,Small Cap,95.39
36,Persistent Systems Ltd. ,Computers - software,1.08,18.3,1.08,0.10,0.95  (Oct 2018),0  (Jul 2018),29.67 k,0.00 ,Small Cap,95.39
37,Shanthi Gears Ltd. ,Auto ancillaries,6.34,18.3,1.08,0.04,1.04  (May 2019),1.04  (May 2019),1.58 L,0.00 ,Small Cap,95.39
38,Heritage Foods (india) Ltd. ,Consumer food,1.07,18.1,1.07,0.03,1.01  (Jul 2018),1.01  (Jul 2018),44.63 k,0.00 ,Small Cap,95.39
39,Century Plyboards India Ltd. ,Plywood boards,1.03,17.5,1.03,0.02,1.01  (May 2019),1.01  (May 2019),1.05 L,0.00 ,Small Cap,95.39
40,- Johnson Controls-Hitachi Air Conditioning India Ltd. ,Air conditioner,3.88,17,1.00,0.00,0.12  (Apr 2019),0  (Jul 2018),9.58 k,0.00 ,Small Cap,95.39
41,L G Balakrishnan & Bros Ltd. ,Auto ancillaries,6.34,16.8,0.99,-0.05,0.99  (Jun 2019),0.99  (Jun 2019),49.28 k,0.00 ,Small Cap,95.39
42,Redington (India) Ltd. ,Logistics solution provider,2.32,16.5,0.98,0.12,0.71  (Jan 2019),0.71  (Jan 2019),1.52 L,0.00 ,Small Cap,95.39
43,Khadim India Ltd. ,Leather and leather products,0.97,16.5,0.97,-0.07,0.97  (Jun 2019),0.97  (Jun 2019),53.95 k,0.00 ,Small Cap,95.39
44,Himatsingka Seide Ltd. ,Fabrics and garments,5.96,16,0.95,-0.06,0.74  (Feb 2019),0.74  (Feb 2019),99.01 k,9.32 k,Small Cap,95.39
45,HSIL Ltd. ,Glass – consumer,0.94,15.9,0.94,-0.06,0.79  (Nov 2018),0.79  (Nov 2018),62.00 k,0.00 ,Small Cap,95.39
46,- India Nippon Electricals Ltd. ,Auto ancillaries,6.34,15.9,0.94,0.00,0.23  (Jul 2018),0.23  (Jul 2018),38.06 k,0.00 ,Small Cap,95.39
47,DCB Bank Ltd. ,Banks,2.95,15.4,0.91,0.05,0.6  (Sep 2018),0  (Jul 2018),65.00 k,0.00 ,Small Cap,95.39
48,Oriental Hotels Ltd. ,Hotels/resorts,2.81,15.4,0.91,-0.07,0.91  (Jun 2019),0.91  (Jun 2019),4.02 L,0.00 ,Small Cap,95.39
49,GNA Axles Ltd. ,Auto ancillaries,6.34,14.9,0.88,-0.05,0.88  (Jun 2019),0  (Jul 2018),54.82 k,0.00 ,Small Cap,95.39
50,Raymond Ltd. ,Fabrics and garments,5.96,14.1,0.83,-0.07,0.79  (Sep 2018),0.79  (Sep 2018),19.26 k,0.00 ,Small Cap,95.39
51,Rajapalayam Mills Ltd. ,Spinning-cotton/blended,0.82,13.9,0.82,-0.02,0.77  (Dec 2018),0.77  (Dec 2018),17.22 k,0.00 ,Small Cap,95.39
52,Subros Ltd. ,Auto ancillaries,6.34,13.1,0.77,-0.08,0.75  (Jan 2019),0  (Jul 2018),55.49 k,0.00 ,Small Cap,95.39
53,Dollar Industries Ltd. ,Fabrics and garments,5.96,12.2,0.72,0.05,0.67  (May 2019),0.67  (May 2019),47.70 k,0.00 ,Small Cap,95.39
54,WPIL Ltd. ,Compressors / pumps,3.02,11.4,0.68,-0.09,0.53  (Jul 2018),0.53  (Jul 2018),14.00 k,0.00 ,Small Cap,95.39
55,Muthoot Capital Services Ltd. ,Nbfc,6.96,11.4,0.67,-0.01,0.67  (Jun 2019),0.67  (Jun 2019),16.00 k,0.00 ,Small Cap,95.39
56,Balaji Telefilms ,Tv broadcasting & software production,0.65,11.1,0.65,-0.11,0.65  (Jun 2019),0.65  (Jun 2019),1.89 L,0.00 ,Small Cap,95.39
57,Force Motors Ltd. ,Commercial vehicles,0.57,9.6,0.57,-0.03,0.57  (Jun 2019),0.57  (Jun 2019),6.79 k,0.00 ,Small Cap,95.39
58,INEOS Styrolution India Ltd. ,Plastic products,0.47,7.9,0.47,-0.01,0.47  (Jun 2019),0.47  (Jun 2019),17.11 k,0.00 ,Small Cap,95.39
59,S Chand And Company Ltd. ,Printing and publishing,0.3,5.1,0.30,-0.07,0.3  (Jun 2019),0.3  (Jun 2019),58.33 k,0.00 ,Small Cap,95.39
60,# Arvind Fashions Ltd. ,Industrial equipment,1.98,4.9,0.29,0.29,0.29  (Jun 2019),0  (Jul 2018),7.22 k,7.22 k,Other,0.29
