,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
41,L G Balakrishnan & Bros Ltd. ,Auto ancillaries,4.86,6.5,1.07,-0.04,1.07  (Jun 2019),1.07  (Jun 2019),19.09 k,0.00 ,Small Cap,91.93
42,KPIT Engineering Ltd. ,Auto ancillaries,4.86,6.2,1.02,0.05,0.97  (May 2019),0  (Jul 2018),64.03 k,0.00 ,Other,4.24
43,Accelya Kale Solutions Limited ,Computers - software,0.98,6,0.98,0.01,0.95  (Mar 2019),0  (Jul 2018),6.90 k,0.00 ,Small Cap,91.93
44,DCB Bank Ltd. ,Banks,3.29,5.7,0.94,0.06,0.54  (Jul 2018),0.54  (Jul 2018),24.16 k,0.00 ,Small Cap,91.93
45,GNA Axles Ltd. ,Auto ancillaries,4.86,5.5,0.90,-0.04,0.81  (Jul 2018),0.81  (Jul 2018),20.03 k,0.00 ,Small Cap,91.93
46,PTC India Ltd. ,Power trading,0.87,5.3,0.87,0.02,0.85  (May 2019),0  (Jul 2018),78.76 k,0.00 ,Small Cap,91.93
47,Prabhat Dairy Ltd. ,Consumer food,2.91,5.2,0.86,-0.07,0.79  (Feb 2019),0.79  (Feb 2019),89.00 k,0.00 ,Small Cap,91.93
48,HSIL Ltd. ,Glass – consumer,0.81,4.9,0.81,-0.04,0.63  (Nov 2018),0.63  (Nov 2018),19.21 k,0.00 ,Small Cap,91.93
49,Ultramarine & Pigments Ltd. ,Dyes and pigments,0.8,4.9,0.80,-0.03,0.8  (Jun 2019),0.8  (Jun 2019),25.63 k,0.00 ,Small Cap,91.93
50,- Indian Terrain Fashions Ltd. ,Fabrics and garments,2.43,4.9,0.80,0.00,0.8  (Jun 2019),0.8  (Jun 2019),46.39 k,0.00 ,Small Cap,91.93
51,Salzer Electronics Ltd. ,Consumer elctronics,0.79,4.8,0.79,-0.02,0.68  (Mar 2019),0.68  (Mar 2019),38.61 k,0.00 ,Small Cap,91.93
52,VA Tech Wabag Ltd. ,"Engineering, designing, construction",9.3,4.6,0.76,0.02,0.6  (Dec 2018),0.6  (Dec 2018),15.00 k,0.00 ,Small Cap,91.93
53,Premier Explosives Ltd. ,Explosives,0.73,4.5,0.73,0.00,0.59  (Sep 2018),0.59  (Sep 2018),22.57 k,0.00 ,Small Cap,91.93
54,Force Motors Ltd. ,Commercial vehicles,0.67,4.1,0.67,-0.03,0.67  (Jun 2019),0.67  (Jun 2019),2.86 k,0.00 ,Small Cap,91.93
55,Indostar Capital Finance Private Ltd. ,Nbfc,3.1,3.9,0.64,-0.01,0.52  (Oct 2018),0.52  (Oct 2018),10.71 k,0.00 ,Small Cap,91.93
56,INEOS Styrolution India Ltd. ,Plastic products,0.59,3.6,0.59,-0.01,0.59  (Jun 2019),0.59  (Jun 2019),7.81 k,0.00 ,Small Cap,91.93
57,R.P.P. Infra Projects Ltd. ,Construction civil,0.48,2.9,0.48,-0.06,0.47  (Feb 2019),0.47  (Feb 2019),27.26 k,0.00 ,Small Cap,91.93
58,S Chand And Company Ltd. ,Printing and publishing,0.27,1.7,0.27,-0.06,0.27  (Jun 2019),0.27  (Jun 2019),19.00 k,0.00 ,Small Cap,91.93
59,Mcleod Russel (India) Ltd. ,Tea &  coffee,0.25,1.5,0.25,-0.23,0.25  (Jun 2019),0.25  (Jun 2019),92.35 k,0.00 ,Small Cap,91.93
60,- CreditAccess Grameen Ltd. ,Nbfc,3.1,0.1,0.02,0.00,0.02  (May 2019),0  (Jul 2018),279.00 ,0.00 ,Small Cap,91.93
61,# JM Financial Ltd. ,Stockbroking and allied,0.01,0.1,0.01,0.01,0.01  (Jun 2019),0  (Jul 2018),1.12 k,1.12 k,Small Cap,91.93
