,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
47,Voltamp Transformers Ltd. ,Power equipment,2.24,29.2,0.98,-0.25,0.98  (May 2019),0  (Jun 2018),24.59 k,0.00 ,Small Cap,67.52
48,Prestige Estates Projects Ltd. ,Residential/commercial/sez project,4.16,29.2,0.98,0.08,0.9  (Apr 2019),0  (Jun 2018),1.02 L,23.06 k,Mid Cap,25.93
49,Relaxo Footwears Ltd. ,Leather and leather products,0.98,29.2,0.98,-0.35,0.83  (Feb 2019),0  (Jun 2018),34.56 k,0.00 ,Mid Cap,25.93
50,TCI Express Ltd. ,Logistics solution provider,0.94,28,0.94,-0.23,0.94  (May 2019),0  (Jun 2018),39.69 k,0.00 ,Small Cap,67.52
51,Aegis Logistics Ltd. ,Lpg/cng/png/lng supplier,0.91,27.2,0.91,-0.12,0.91  (May 2019),0  (Jun 2018),1.20 L,0.00 ,Small Cap,67.52
52,Insecticides (India) Ltd. ,Pesticides and agrochemicals,1.3,25,0.84,-0.14,0.84  (May 2019),0  (Jun 2018),35.72 k,0.00 ,Small Cap,67.52
53,Sadbhav Engineering Ltd. ,"Engineering, designing, construction",6.28,24.4,0.82,-0.18,0.82  (May 2019),0  (Jun 2018),96.07 k,0.00 ,Small Cap,67.52
54,Arvind Fashions Ltd. ,Industrial equipment,1.31,23.9,0.80,-0.51,0.8  (May 2019),0  (Jun 2018),29.82 k,0.00 ,Other,0.8
55,Orient Refractories Ltd. ,Castings/forgings,1.16,23,0.77,-0.30,0.77  (May 2019),0  (Jun 2018),1.02 L,0.00 ,Small Cap,67.52
56,Harita Seating Systems Ltd. ,Auto ancillaries,4.25,22.3,0.75,0.01,0.73  (Mar 2019),0  (Jun 2018),49.71 k,13.50 k,Small Cap,67.52
57,KNR Constructions ,Construction civil,3.52,22.1,0.74,-0.09,0.74  (May 2019),0  (Jun 2018),78.89 k,0.00 ,Small Cap,67.52
58,Ahluwalia Contracts (India) Ltd. ,Construction civil,3.52,21.1,0.71,-0.19,0.71  (May 2019),0  (Jun 2018),63.22 k,0.00 ,Small Cap,67.52
59,PSP Projects Ltd. ,Construction civil,3.52,18.6,0.62,-0.11,0.62  (May 2019),0  (Jun 2018),35.62 k,0.00 ,Small Cap,67.52
60,Trent Limited ,Retailing,1.08,17.7,0.59,-0.11,0.59  (May 2019),0  (Jun 2018),45.14 k,0.00 ,Mid Cap,25.93
61,Persistent Systems Ltd. ,Computers - software,3.48,16.7,0.56,-0.24,0.56  (May 2019),0  (Jun 2018),28.62 k,0.00 ,Small Cap,67.52
62,Action Construction Equipment Ltd. ,Industrial equipment,1.31,15.3,0.51,-0.11,0.51  (May 2019),0  (Jun 2018),1.43 L,0.00 ,Small Cap,67.52
63,Royal Orchid Hotels Ltd. ,Hotels/resorts,0.5,14.9,0.50,-0.16,0.24  (Feb 2019),0  (Jun 2018),1.26 L,0.00 ,Small Cap,67.52
64,Aditya Birla Fashion and Retail Ltd. ,Retailing,1.08,14.8,0.49,-0.17,0.49  (May 2019),0  (Jun 2018),70.08 k,0.00 ,Mid Cap,25.93
65,Pi Industries Ltd. ,Pesticides and agrochemicals,1.3,13.7,0.46,-0.09,0.46  (May 2019),0  (Jun 2018),12.07 k,0.00 ,Mid Cap,25.93
66,AIA Engineering Ltd. ,Castings/forgings,1.16,11.6,0.39,-0.13,0.39  (May 2019),0  (Jun 2018),6.49 k,0.00 ,Mid Cap,25.93
67,Whirlpool Of India Ltd. ,Home appliances,2.95,10.2,0.34,-0.08,0.34  (May 2019),0  (Jun 2018),6.92 k,0.00 ,Mid Cap,25.93
