,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
21,EIH Ltd ,Hotels/resorts,3.87,146.4,1.96,0.06,1.56  (Feb 2019),1.56  (Feb 2019),8.00 L,0.00 ,Mid Cap,16.61
22,Mahindra Logistics Ltd. ,Logistics solution provider,2.67,144.9,1.94,-0.03,1.34  (Jan 2019),0  (Jul 2018),3.00 L,0.00 ,Small Cap,77.39
23,Chalet Hotels Ltd. ,Hotels/resorts,3.87,143.1,1.91,-0.11,1.71  (Mar 2019),0  (Jul 2018),4.50 L,0.00 ,Other,1.91
24,NCC Ltd. ,"Engineering, designing, construction",5.55,136.4,1.83,0.07,1.45  (Sep 2018),1.45  (Sep 2018),14.00 L,0.00 ,Small Cap,77.39
25,Finolex Cables Ltd. ,Cables - electricals,4.79,132.1,1.77,0.02,1.51  (Mar 2019),0  (Jul 2018),3.00 L,0.00 ,Small Cap,77.39
26,- PTC India Ltd. ,Power trading,1.77,132,1.77,0.00,1.61  (Oct 2018),0  (Jul 2018),19.65 L,-0.35 L,Small Cap,77.39
27,ICICI Securities Ltd. ,Stockbroking and allied,1.77,132,1.77,0.35,1.4  (Feb 2019),0  (Jul 2018),6.00 L,1.00 L,Small Cap,77.39
28,CCL Products (India) Ltd. ,Tea &  coffee,1.7,127.3,1.70,0.05,1.42  (Oct 2018),1.42  (Oct 2018),5.00 L,0.00 ,Small Cap,77.39
29,Carborundum Universal Ltd. ,Abrasives,1.67,125,1.67,-0.02,1.21  (Dec 2018),0  (Jul 2018),3.50 L,0.00 ,Small Cap,77.39
30,Sonata Software Ltd. ,Computers - software,3.89,122.3,1.64,0.04,1.5  (Mar 2019),1.5  (Mar 2019),3.50 L,0.00 ,Small Cap,77.39
31,Nilkamal Ltd. ,Plastic products,1.6,119.8,1.60,0.04,1.19  (Jul 2018),1.19  (Jul 2018),1.00 L,0.00 ,Small Cap,77.39
32,Century Plyboards India Ltd. ,Plywood boards,1.57,117.2,1.57,0.04,1.3  (Dec 2018),0  (Jul 2018),7.00 L,0.00 ,Small Cap,77.39
33,Thomas Cook (india) Ltd. ,Diversified services,1.54,115,1.54,-0.26,1.25  (Nov 2018),0  (Jul 2018),5.00 L,-1.00 L,Small Cap,77.39
34,Ashoka Buildcon Ltd. ,"Engineering, designing, construction",5.55,112.5,1.51,0.04,1.24  (Oct 2018),0  (Jul 2018),8.00 L,0.00 ,Small Cap,77.39
35,KNR Constructions ,Construction civil,1.5,112,1.50,-0.12,1.22  (Oct 2018),1.22  (Oct 2018),4.00 L,-0.50 L,Small Cap,77.39
36,Srikalahasthi Pipes Ltd. ,Pig iron,1.49,111.2,1.49,-0.08,1.49  (Jun 2019),1.49  (Jun 2019),6.60 L,0.00 ,Small Cap,77.39
37,Sadbhav Engineering Ltd. ,"Engineering, designing, construction",5.55,110.8,1.48,-0.15,1.33  (Feb 2019),1.33  (Feb 2019),4.50 L,-0.50 L,Small Cap,77.39
38,Sterlite Technologies Ltd. ,Telecom - cables,1.41,105.3,1.41,0.07,1.34  (May 2019),0  (Jul 2018),6.00 L,0.00 ,Small Cap,77.39
39,Aegis Logistics Ltd. ,Lpg/cng/png/lng supplier,1.34,99.8,1.34,-0.11,1.28  (Apr 2019),1.28  (Apr 2019),5.00 L,0.00 ,Small Cap,77.39
40,M M Forgings Ltd. ,Castings/forgings,1.91,98.4,1.32,0.21,0.91  (Nov 2018),0  (Jul 2018),2.00 L,34.47 k,Small Cap,77.39
41,Oriental Carbon and Chemicals Ltd. ,Chemicals - inorganic,1.24,92.5,1.24,0.03,0.74  (Nov 2018),0  (Jul 2018),80.00 k,0.00 ,Small Cap,77.39
42,Jagran Prakashan Ltd. ,Printing and publishing,1.32,86.8,1.16,-0.02,1.08  (Feb 2019),1.08  (Feb 2019),8.00 L,0.00 ,Small Cap,77.39
43,Graphite India Ltd. ,Electrodes,1.12,83.7,1.12,-0.22,1.12  (Jun 2019),1.12  (Jun 2019),2.50 L,0.00 ,Small Cap,77.39
44,TTK Prestige Ltd. ,Houseware,1.08,81,1.08,-0.02,1.08  (Jun 2019),0  (Jul 2018),12.00 k,0.00 ,Small Cap,77.39
45,NCL Industries Ltd. ,Cement,5.48,80,1.07,-0.11,0.43  (Jul 2018),0.43  (Jul 2018),6.00 L,0.00 ,Small Cap,77.39
46,Sanghvi Movers Ltd. ,Industrial equipment,1.22,78.1,1.05,0.01,0.85  (Feb 2019),0.85  (Feb 2019),6.58 L,0.00 ,Small Cap,77.39
47,Heritage Foods (india) Ltd. ,Consumer food,1.65,65,0.87,-0.32,0.47  (Jul 2018),0.47  (Jul 2018),1.60 L,-0.65 L,Small Cap,77.39
48,Apex Frozen Foods Ltd. ,Consumer food,1.65,58.2,0.78,-0.19,0.78  (Jun 2019),0.78  (Jun 2019),2.27 L,-0.23 L,Small Cap,77.39
49,Redington (India) Ltd. ,Logistics solution provider,2.67,54.5,0.73,0.09,0.51  (Jan 2019),0.51  (Jan 2019),5.00 L,0.00 ,Small Cap,77.39
50,South West Pinnacle Exploration Pvt Ltd. ,Oil exploration,0.65,48.2,0.65,-0.04,0.56  (Dec 2018),0.56  (Dec 2018),19.49 L,0.00 ,Small Cap,77.39
51,VA Tech Wabag Ltd. ,"Engineering, designing, construction",5.55,46.4,0.62,0.01,0.52  (Dec 2018),0.52  (Dec 2018),1.50 L,0.00 ,Small Cap,77.39
52,Khadim India Ltd. ,Leather and leather products,0.61,45.7,0.61,-0.05,0.61  (Jun 2019),0  (Jul 2018),1.50 L,0.00 ,Small Cap,77.39
53,Ramkrishna Forgings Ltd. ,Castings/forgings,1.91,44.3,0.59,-0.05,0.59  (Jun 2019),0.59  (Jun 2019),1.00 L,0.00 ,Small Cap,77.39
54,Sarla Performance Fibres Ltd. ,Man made fibres/blended,0.49,36.9,0.49,-0.01,0.44  (Mar 2019),0.44  (Mar 2019),13.69 L,0.00 ,Small Cap,77.39
55,CMI Ltd. ,Cables - electricals,4.79,33.7,0.45,-0.06,0.45  (Jun 2019),0.45  (Jun 2019),3.00 L,0.00 ,Small Cap,77.39
56,One Point One Solutions Ltd. ,It enabled services – software,0.3,22.6,0.30,-0.04,0.3  (Jun 2019),0.3  (Jun 2019),7.88 L,0.00 ,Small Cap,77.39
57,Inox Wind Ltd. ,Power equipment,0.27,20.4,0.27,0.01,0.24  (Apr 2019),0.24  (Apr 2019),2.89 L,0.00 ,Small Cap,77.39
58,Macpower CNC Machines Ltd. ,Industrial equipment,1.22,12.7,0.17,-0.04,0.17  (Jun 2019),0.17  (Jun 2019),1.05 L,-0.26 L,Small Cap,77.39
59,Hindustan Media Ventures Ltd. ,Printing and publishing,1.32,12.3,0.16,-0.02,0.16  (Jun 2019),0.16  (Jun 2019),1.32 L,0.00 ,Small Cap,77.39
60,Kridhan Infra Ltd. ,"Engineering, designing, construction",5.55,8.5,0.11,-0.16,0.11  (Jun 2019),0.11  (Jun 2019),8.60 L,0.00 ,Small Cap,77.39
