,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
38,Heritage Foods (india) Ltd. ,Consumer food,1.99,15.8,1.08,0.08,0.99  (Jul 2018),0.99  (Jul 2018),38.90 k,1.85 k,Small Cap,92.38
39,HSIL Ltd. ,Glass – consumer,1.08,15.7,1.08,-0.07,1  (Feb 2019),0  (Jul 2018),61.18 k,0.00 ,Small Cap,92.38
40,Ujjivan Small Finance Bank Ltd. ,Banks,1.96,15.7,1.07,-0.19,0.74  (Nov 2018),0  (Jul 2018),52.93 k,0.00 ,Small Cap,92.38
41,- Johnson Controls-Hitachi Air Conditioning India Ltd. ,Air conditioner,2.81,14.7,1.00,0.00,0.88  (Apr 2019),0  (Jul 2018),8.29 k,0.00 ,Small Cap,92.38
42,Century Plyboards India Ltd. ,Plywood boards,1.68,14.3,0.98,0.02,0.96  (May 2019),0.96  (May 2019),85.63 k,0.00 ,Small Cap,92.38
43,Muthoot Capital Services Ltd. ,Nbfc,6.94,14.2,0.97,-0.01,0.71  (Apr 2019),0.71  (Apr 2019),20.03 k,0.00 ,Small Cap,92.38
44,Himatsingka Seide Ltd. ,Fabrics and garments,6.02,14.1,0.97,-0.06,0.96  (Feb 2019),0  (Jul 2018),87.19 k,8.06 k,Small Cap,92.38
45,- India Nippon Electricals Ltd. ,Auto ancillaries,8.68,14.1,0.96,0.00,0.45  (Jul 2018),0.45  (Jul 2018),33.71 k,0.00 ,Small Cap,92.38
46,Redington (India) Ltd. ,Logistics solution provider,2.2,13.5,0.92,0.11,0.67  (Jan 2019),0.67  (Jan 2019),1.24 L,0.00 ,Small Cap,92.38
47,Khadim India Ltd. ,Leather and leather products,0.91,13.3,0.91,-0.07,0.91  (Jun 2019),0.91  (Jun 2019),43.74 k,0.00 ,Small Cap,92.38
48,Agro Tech Foods Ltd. ,Consumer food,1.99,13.3,0.91,-0.01,0.91  (Jun 2019),0  (Jul 2018),26.57 k,0.00 ,Small Cap,92.38
49,Raymond Ltd. ,Fabrics and garments,6.02,13.2,0.90,-0.08,0.75  (Sep 2018),0.75  (Sep 2018),18.01 k,0.00 ,Small Cap,92.38
50,DCB Bank Ltd. ,Banks,1.96,13,0.89,0.05,0.58  (Sep 2018),0  (Jul 2018),54.69 k,0.00 ,Small Cap,92.38
51,Arvind Fashions Ltd. ,Industrial equipment,2.64,12.8,0.87,-0.10,0.87  (Jun 2019),0  (Jul 2018),18.76 k,193.00 ,Other,1.41
52,GNA Axles Ltd. ,Auto ancillaries,8.68,12.7,0.87,-0.05,0.87  (Jun 2019),0  (Jul 2018),46.52 k,0.00 ,Small Cap,92.38
53,Oriental Hotels Ltd. ,Hotels/resorts,0.84,12.2,0.84,-0.06,0.84  (Jun 2019),0.84  (Jun 2019),3.20 L,0.00 ,Small Cap,92.38
54,Subros Ltd. ,Auto ancillaries,8.68,11.2,0.77,-0.08,0.74  (Jan 2019),0  (Jul 2018),47.44 k,0.00 ,Small Cap,92.38
55,Dollar Industries Ltd. ,Fabrics and garments,6.02,10.5,0.72,0.05,0.67  (May 2019),0  (Jul 2018),41.00 k,0.00 ,Small Cap,92.38
56,Greenlam Industries Ltd. ,Plywood boards,1.68,10.2,0.70,-0.07,0.68  (Feb 2019),0.68  (Feb 2019),13.25 k,0.00 ,Small Cap,92.38
57,KPIT Engineering Ltd. ,Auto ancillaries,8.68,7.8,0.54,0.02,0.52  (May 2019),0  (Jul 2018),81.08 k,0.00 ,Other,1.41
58,Force Motors Ltd. ,Commercial vehicles,0.53,7.7,0.53,-0.03,0.53  (Jun 2019),0.53  (Jun 2019),5.43 k,0.00 ,Small Cap,92.38
59,Balaji Telefilms ,Tv broadcasting & software production,0.5,7.4,0.50,-0.09,0.5  (Jun 2019),0.5  (Jun 2019),1.26 L,0.00 ,Small Cap,92.38
60,Rajapalayam Mills Ltd. ,Spinning-cotton/blended,0.49,7.2,0.49,-0.01,0.03  (Feb 2019),0  (Jul 2018),8.91 k,0.00 ,Small Cap,92.38
61,INEOS Styrolution India Ltd. ,Plastic products,0.46,6.7,0.46,-0.01,0.46  (Jun 2019),0.46  (Jun 2019),14.55 k,0.00 ,Small Cap,92.38
62,S Chand And Company Ltd. ,Printing and publishing,0.29,4.2,0.29,-0.06,0.29  (Jun 2019),0  (Jul 2018),48.04 k,0.00 ,Small Cap,92.38
