,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
19,Rane Holdings Ltd. ,Investment companies,4.1,7.7,1.93,-0.21,1.72  (Jan 2019),0  (Jul 2018),7.34 k,0.00 ,Small Cap,91.58
20,Kalpataru Power Transmission Ltd. ,Transmission towers,1.9,7.6,1.90,0.14,1.41  (Jan 2019),0  (Jul 2018),14.50 k,0.00 ,Small Cap,91.58
21,Vesuvius India Ltd. ,Refractories,1.86,7.5,1.86,-0.01,1.34  (Dec 2018),0  (Jul 2018),6.70 k,0.00 ,Small Cap,91.58
22,Kennametal India Ltd. ,Industrial equipment,3.58,7.4,1.83,0.06,0.75  (Oct 2018),0  (Jul 2018),6.56 k,0.00 ,Small Cap,91.58
23,Sundaram-Clayton Ltd. ,Auto ancillaries,9.85,7.3,1.82,-0.15,1.82  (Jun 2019),0  (Jul 2018),3.17 k,0.00 ,Small Cap,91.58
24,Arvind Fashions Ltd. ,Industrial equipment,3.58,7,1.75,-0.23,1.71  (Apr 2019),0  (Jul 2018),10.31 k,0.00 ,Other,2.77
25,- Blue Star Ltd. ,Air conditioner,3.72,7,1.73,0.00,1.32  (Sep 2018),0  (Jul 2018),8.98 k,0.00 ,Small Cap,91.58
26,INOX Leisure Ltd. ,"Flim production, distribution & exhibition",1.72,6.9,1.72,-0.18,1.31  (Dec 2018),0  (Jul 2018),21.13 k,0.00 ,Small Cap,91.58
27,Magma Fincorp Ltd. ,Nbfc,6.99,6.8,1.69,0.05,0.54  (Oct 2018),0  (Jul 2018),52.30 k,0.00 ,Small Cap,91.58
28,Indostar Capital Finance Private Ltd. ,Nbfc,6.99,6.4,1.59,-0.06,1.4  (Oct 2018),0  (Jul 2018),17.50 k,0.00 ,Small Cap,91.58
29,Shanthi Gears Ltd. ,Auto ancillaries,9.85,6.2,1.54,0.05,0.09  (Aug 2018),0  (Jul 2018),53.55 k,0.00 ,Small Cap,91.58
30,- Accelya Kale Solutions Limited ,Computers - software,4.52,6.1,1.53,0.00,1.53  (Jun 2019),0  (Jul 2018),7.10 k,0.00 ,Small Cap,91.58
31,Mahindra Holidays & Resorts India Ltd. ,Hotels/resorts,2.41,6.1,1.52,0.09,0.77  (Apr 2019),0  (Jul 2018),26.29 k,0.00 ,Small Cap,91.58
32,Carborundum Universal Ltd. ,Abrasives,4.91,6,1.49,-0.02,1.31  (Aug 2018),0  (Jul 2018),16.71 k,0.00 ,Small Cap,91.58
33,Timken India Ltd. ,Bearings,3.78,5.9,1.48,0.16,0.9  (Apr 2019),0  (Jul 2018),8.07 k,0.00 ,Small Cap,91.58
34,Hikal Ltd. ,Pharmaceuticals,1.47,5.9,1.47,0.05,1.43  (May 2019),0  (Jul 2018),35.10 k,0.00 ,Small Cap,91.58
35,DCB Bank Ltd. ,Banks,2.61,5.8,1.44,0.08,0.64  (Sep 2018),0  (Jul 2018),24.42 k,0.00 ,Small Cap,91.58
36,Transport Corporation Of India Ltd. ,Logistics solution provider,2.32,5.3,1.33,0.01,1.22  (Apr 2019),0  (Jul 2018),17.11 k,0.00 ,Small Cap,91.58
37,- India Nippon Electricals Ltd. ,Auto ancillaries,9.85,5,1.25,0.00,0.1  (Aug 2018),0  (Jul 2018),12.05 k,0.00 ,Small Cap,91.58
38,Salzer Electronics Ltd. ,Consumer elctronics,1.18,4.7,1.18,-0.05,0.99  (Dec 2018),0  (Jul 2018),38.06 k,0.00 ,Small Cap,91.58
39,Ujjivan Small Finance Bank Ltd. ,Banks,2.61,4.7,1.17,-0.20,0.73  (Sep 2018),0  (Jul 2018),15.91 k,0.00 ,Small Cap,91.58
40,NCC Ltd. ,"Engineering, designing, construction",3.8,4.7,1.17,0.04,1.13  (May 2019),0  (Jul 2018),48.27 k,0.00 ,Small Cap,91.58
41,Esab India Ltd. ,Electrodes,3.88,4.6,1.14,0.02,0.05  (Sep 2018),0  (Jul 2018),3.97 k,0.00 ,Small Cap,91.58
42,Heritage Foods (india) Ltd. ,Consumer food,2,4.3,1.08,0.19,0.89  (May 2019),0  (Jul 2018),10.63 k,1.63 k,Small Cap,91.58
43,KPIT Engineering Ltd. ,Auto ancillaries,9.85,4.1,1.02,0.04,0.98  (May 2019),0  (Jul 2018),42.16 k,0.00 ,Other,2.77
44,Redington (India) Ltd. ,Logistics solution provider,2.32,4,0.99,0.12,0.71  (Jan 2019),0  (Jul 2018),36.60 k,0.00 ,Small Cap,91.58
45,Muthoot Capital Services Ltd. ,Nbfc,6.99,4,0.99,-0.01,0.72  (Apr 2019),0  (Jul 2018),5.58 k,0.00 ,Small Cap,91.58
46,Himatsingka Seide Ltd. ,Fabrics and garments,4.43,3.8,0.96,-0.06,0.95  (Feb 2019),0  (Jul 2018),23.68 k,2.11 k,Small Cap,91.58
47,Take Solutions Ltd. ,Computers - software,4.52,3.7,0.92,-0.15,0.92  (Jun 2019),0  (Jul 2018),29.49 k,0.00 ,Small Cap,91.58
48,Agro Tech Foods Ltd. ,Consumer food,2,3.7,0.92,-0.01,0.92  (Jun 2019),0  (Jul 2018),7.33 k,0.00 ,Small Cap,91.58
49,Khadim India Ltd. ,Leather and leather products,0.91,3.7,0.91,-0.07,0.91  (Jun 2019),0  (Jul 2018),12.03 k,0.00 ,Small Cap,91.58
50,Oriental Hotels Ltd. ,Hotels/resorts,2.41,3.6,0.89,-0.07,0.87  (Mar 2019),0  (Jul 2018),93.29 k,0.00 ,Small Cap,91.58
51,Subros Ltd. ,Auto ancillaries,9.85,3.4,0.84,-0.08,0.84  (Jun 2019),0  (Jul 2018),14.34 k,0.00 ,Small Cap,91.58
52,GNA Axles Ltd. ,Auto ancillaries,9.85,3.4,0.84,-0.05,0.84  (Jun 2019),0  (Jul 2018),12.33 k,0.00 ,Small Cap,91.58
53,INEOS Styrolution India Ltd. ,Plastic products,0.84,3.4,0.84,-0.02,0.84  (Jun 2019),0  (Jul 2018),7.27 k,0.00 ,Small Cap,91.58
54,Century Plyboards India Ltd. ,Plywood boards,1.45,3,0.75,0.01,0.73  (May 2019),0  (Jul 2018),17.93 k,0.00 ,Small Cap,91.58
55,Greenlam Industries Ltd. ,Plywood boards,1.45,2.8,0.70,-0.07,0.7  (Jun 2019),0  (Jul 2018),3.67 k,0.00 ,Small Cap,91.58
56,Rajapalayam Mills Ltd. ,Spinning-cotton/blended,0.5,2,0.50,-0.01,0.03  (Feb 2019),0  (Jul 2018),2.47 k,0.00 ,Small Cap,91.58
57,S Chand And Company Ltd. ,Printing and publishing,0.27,1.1,0.27,-0.06,0.27  (Jun 2019),0  (Jul 2018),12.61 k,0.00 ,Small Cap,91.58
