,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
28,Thyrocare Technologies Ltd. ,Healthcare service providers ,1.56,17.3,1.56,0.07,1.49  (May 2019),1.49  (May 2019),36.59 k,0.00 ,Small Cap,96.3
29,NCC Ltd. ,"Engineering, designing, construction",8.38,16.8,1.51,0.07,1.44  (May 2019),1.44  (May 2019),1.72 L,0.00 ,Small Cap,96.3
30,Century Plyboards India Ltd. ,Plywood boards,1.51,16.7,1.51,0.04,1.46  (May 2019),1.46  (May 2019),1.00 L,0.00 ,Small Cap,96.3
31,Johnson Controls-Hitachi Air Conditioning India Ltd. ,Air conditioner,6.29,14.9,1.34,0.01,1.33  (May 2019),1.33  (May 2019),8.40 k,0.00 ,Small Cap,96.3
32,WPIL Ltd. ,Compressors / pumps,2.67,14.9,1.34,-0.16,1.3  (Feb 2019),1.3  (Feb 2019),18.19 k,0.00 ,Small Cap,96.3
33,Ksb Pumps Ltd. ,Compressors / pumps,2.67,14.8,1.33,0.13,1.13  (Aug 2018),1.13  (Aug 2018),20.63 k,0.00 ,Small Cap,96.3
34,PTC India Ltd. ,Power trading,1.31,14.6,1.31,0.03,1.28  (May 2019),1.28  (May 2019),2.17 L,0.00 ,Small Cap,96.3
35,Navneet Publications (india) Ltd. ,Printing and publishing,1.55,14.5,1.31,0.03,0.94  (Jul 2018),0.94  (Jul 2018),1.37 L,0.00 ,Small Cap,96.3
36,Indostar Capital Finance Private Ltd. ,Nbfc,2.21,13,1.17,-0.03,1.05  (Oct 2018),1.05  (Oct 2018),35.54 k,0.00 ,Small Cap,96.3
37,# Magma Fincorp Ltd. ,Nbfc,2.21,11.6,1.04,1.04,1.04  (Jun 2019),0  (Jul 2018),89.09 k,89.09 k,Small Cap,96.3
38,- Premier Explosives Ltd. ,Explosives,1.03,11.4,1.03,-0.01,0.84  (Jul 2018),0.84  (Jul 2018),57.50 k,0.00 ,Small Cap,96.3
39,Capacite Infraprojects Ltd. ,Residential/commercial/sez project,1.02,11.4,1.02,0.05,0.73  (Oct 2018),0.73  (Oct 2018),41.87 k,0.00 ,Small Cap,96.3
40,Redington (India) Ltd. ,Logistics solution provider,0.96,10.6,0.96,0.12,0.69  (Jan 2019),0.69  (Jan 2019),97.41 k,0.00 ,Small Cap,96.3
41,Salzer Electronics Ltd. ,Consumer elctronics,0.91,10.1,0.91,-0.03,0.82  (Mar 2019),0.82  (Mar 2019),81.07 k,0.00 ,Small Cap,96.3
42,Cyient Ltd. ,It enabled services – software,0.9,10,0.90,0.01,0.89  (May 2019),0.89  (May 2019),18.42 k,0.00 ,Small Cap,96.3
43,Take Solutions Ltd. ,Computers - software,0.8,8.8,0.80,-0.12,0.7  (Nov 2018),0.7  (Nov 2018),70.59 k,0.00 ,Small Cap,96.3
44,Dollar Industries Ltd. ,Fabrics and garments,2.28,7.6,0.69,0.05,0.63  (May 2019),0.63  (May 2019),29.76 k,0.00 ,Small Cap,96.3
45,VA Tech Wabag Ltd. ,"Engineering, designing, construction",8.38,7.2,0.65,0.01,0.55  (Dec 2018),0.55  (Dec 2018),23.34 k,0.00 ,Small Cap,96.3
46,Asian Granito India Ltd. ,Sanitary ware,0.64,7.1,0.64,0.03,0.43  (Jan 2019),0.43  (Jan 2019),28.45 k,0.00 ,Small Cap,96.3
47,Khadim India Ltd. ,Leather and leather products,0.64,7.1,0.64,-0.04,0.64  (Jun 2019),0.64  (Jun 2019),23.20 k,0.00 ,Small Cap,96.3
48,R.P.P. Infra Projects Ltd. ,Construction civil,4.83,3.8,0.35,-0.04,0.35  (Jun 2019),0.35  (Jun 2019),35.94 k,0.00 ,Small Cap,96.3
49,S Chand And Company Ltd. ,Printing and publishing,1.55,2.7,0.24,-0.05,0.24  (Jun 2019),0.24  (Jun 2019),30.68 k,0.00 ,Small Cap,96.3
50,Mcleod Russel (India) Ltd. ,Tea &  coffee,0.2,2.3,0.20,-0.18,0.2  (Jun 2019),0.2  (Jun 2019),1.35 L,0.00 ,Small Cap,96.3
