,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
17,Heidelberg Cement India Ltd. ,Cement,5.2,20.7,1.96,-0.04,1.53  (Oct 2018),0  (Jul 2018),1.06 L,0.00 ,Small Cap,91.49
18,Equitas Holdings Ltd. ,Investment companies,3.62,20.5,1.95,-0.22,0.2  (Jul 2018),0.2  (Jul 2018),1.71 L,0.00 ,Small Cap,91.49
19,Kalpataru Power Transmission Ltd. ,Transmission towers,1.9,20,1.90,0.14,0.55  (Aug 2018),0.55  (Aug 2018),38.18 k,0.00 ,Small Cap,91.49
20,Vesuvius India Ltd. ,Refractories,1.82,19.1,1.82,-0.01,1.82  (Apr 2019),1.82  (Apr 2019),17.17 k,0.00 ,Small Cap,91.49
21,Thomas Cook (india) Ltd. ,Diversified services,1.81,19.1,1.81,0.04,0.78  (Oct 2018),0.78  (Oct 2018),83.01 k,0.00 ,Small Cap,91.49
22,Kennametal India Ltd. ,Industrial equipment,3.1,19,1.80,0.05,0.77  (Oct 2018),0  (Jul 2018),16.94 k,0.00 ,Small Cap,91.49
23,- Blue Star Ltd. ,Air conditioner,3.91,18.7,1.78,0.00,1.36  (Sep 2018),0  (Jul 2018),24.14 k,0.00 ,Small Cap,91.49
24,INOX Leisure Ltd. ,"Flim production, distribution & exhibition",1.72,18.2,1.72,-0.18,0.77  (Jul 2018),0.77  (Jul 2018),55.46 k,0.00 ,Small Cap,91.49
25,Magma Fincorp Ltd. ,Nbfc,6.54,17.8,1.69,0.05,1.36  (Jan 2019),0  (Jul 2018),1.37 L,0.00 ,Small Cap,91.49
26,Rane Holdings Ltd. ,Investment companies,3.62,17.6,1.67,-0.19,1.67  (Jun 2019),1.67  (Jun 2019),16.64 k,0.00 ,Small Cap,91.49
27,Mahindra Holidays & Resorts India Ltd. ,Hotels/resorts,2.41,16,1.52,0.09,0.78  (Apr 2019),0  (Jul 2018),68.95 k,0.00 ,Small Cap,91.49
28,- Accelya Kale Solutions Limited ,Computers - software,3.74,16,1.52,0.00,1.52  (Jun 2019),0  (Jul 2018),18.50 k,0.00 ,Small Cap,91.49
29,Sundaram-Clayton Ltd. ,Auto ancillaries,8.95,15.7,1.49,-0.12,1.49  (Jun 2019),1.49  (Jun 2019),6.79 k,0.00 ,Small Cap,91.49
30,Esab India Ltd. ,Electrodes,3.77,14.6,1.39,0.02,0.31  (Jul 2018),0.31  (Jul 2018),12.72 k,0.00 ,Small Cap,91.49
31,Transport Corporation Of India Ltd. ,Logistics solution provider,2.39,14.6,1.39,0.01,0.54  (Jul 2018),0.54  (Jul 2018),46.89 k,0.00 ,Small Cap,91.49
32,Shanthi Gears Ltd. ,Auto ancillaries,8.95,13.9,1.32,0.04,0.09  (Aug 2018),0  (Jul 2018),1.20 L,0.00 ,Small Cap,91.49
33,Carborundum Universal Ltd. ,Abrasives,4.69,13.8,1.31,-0.02,1.29  (Aug 2018),1.29  (Aug 2018),38.53 k,0.00 ,Small Cap,91.49
34,Arvind Fashions Ltd. ,Industrial equipment,3.1,13.7,1.30,-0.17,1.3  (Jun 2019),0  (Jul 2018),20.13 k,0.00 ,Other,2.31
35,Persistent Systems Ltd. ,Computers - software,3.74,13.7,1.30,0.12,0.94  (Oct 2018),0  (Jul 2018),22.12 k,0.00 ,Small Cap,91.49
36,Salzer Electronics Ltd. ,Consumer elctronics,1.18,12.4,1.18,-0.05,0.99  (Dec 2018),0  (Jul 2018),1.00 L,0.00 ,Small Cap,91.49
37,NCC Ltd. ,"Engineering, designing, construction",3.88,12.3,1.17,0.04,1.12  (May 2019),1.12  (May 2019),1.26 L,0.00 ,Small Cap,91.49
38,Indostar Capital Finance Private Ltd. ,Nbfc,6.54,12,1.14,-0.04,1.02  (Oct 2018),0  (Jul 2018),33.00 k,0.00 ,Small Cap,91.49
39,Heritage Foods (india) Ltd. ,Consumer food,1.99,11.4,1.08,0.11,0.97  (Jul 2018),0.97  (Jul 2018),27.95 k,2.14 k,Small Cap,91.49
40,Ujjivan Small Finance Bank Ltd. ,Banks,2.09,11.3,1.07,-0.19,0.74  (Nov 2018),0  (Jul 2018),38.07 k,0.00 ,Small Cap,91.49
41,DCB Bank Ltd. ,Banks,2.09,10.7,1.02,0.06,0.66  (Sep 2018),0  (Jul 2018),45.16 k,0.00 ,Small Cap,91.49
42,KPIT Engineering Ltd. ,Auto ancillaries,8.95,10.7,1.01,0.04,0.98  (May 2019),0  (Jul 2018),1.10 L,0.00 ,Other,2.31
43,Himatsingka Seide Ltd. ,Fabrics and garments,5.33,10.6,1.00,-0.17,0.91  (Feb 2019),0  (Jul 2018),65.30 k,0.00 ,Small Cap,91.49
44,Redington (India) Ltd. ,Logistics solution provider,2.39,10.5,1.00,-0.02,0.82  (Jan 2019),0.82  (Jan 2019),96.51 k,-0.14 L,Small Cap,91.49
45,Century Plyboards India Ltd. ,Plywood boards,1.69,10.4,0.99,0.02,0.66  (Jul 2018),0.66  (Jul 2018),62.08 k,0.00 ,Small Cap,91.49
46,Muthoot Capital Services Ltd. ,Nbfc,6.54,10.3,0.98,-0.01,0.71  (Apr 2019),0.71  (Apr 2019),14.50 k,0.00 ,Small Cap,91.49
47,- India Nippon Electricals Ltd. ,Auto ancillaries,8.95,10.1,0.96,0.00,0.46  (Jul 2018),0.46  (Jul 2018),24.15 k,0.00 ,Small Cap,91.49
48,Take Solutions Ltd. ,Computers - software,3.74,9.7,0.92,-0.16,0.92  (Jun 2019),0  (Jul 2018),77.30 k,0.00 ,Small Cap,91.49
49,Agro Tech Foods Ltd. ,Consumer food,1.99,9.6,0.91,-0.01,0.91  (Jun 2019),0  (Jul 2018),19.14 k,0.00 ,Small Cap,91.49
50,Khadim India Ltd. ,Leather and leather products,0.91,9.5,0.91,-0.07,0.91  (Jun 2019),0.91  (Jun 2019),31.29 k,0.00 ,Small Cap,91.49
51,Oriental Hotels Ltd. ,Hotels/resorts,2.41,9.4,0.89,-0.07,0.87  (Mar 2019),0  (Jul 2018),2.45 L,0.00 ,Small Cap,91.49
52,Raymond Ltd. ,Fabrics and garments,5.33,9,0.86,-0.08,0.34  (Sep 2018),0.34  (Sep 2018),12.36 k,0.00 ,Small Cap,91.49
53,GNA Axles Ltd. ,Auto ancillaries,8.95,9,0.85,-0.05,0.85  (Jun 2019),0  (Jul 2018),33.00 k,0.00 ,Small Cap,91.49
54,INEOS Styrolution India Ltd. ,Plastic products,0.83,8.8,0.83,-0.02,0.83  (Jun 2019),0  (Jul 2018),18.96 k,0.00 ,Small Cap,91.49
55,Subros Ltd. ,Auto ancillaries,8.95,8.3,0.79,-0.08,0.76  (Jan 2019),0  (Jul 2018),35.16 k,0.00 ,Small Cap,91.49
56,Greenlam Industries Ltd. ,Plywood boards,1.69,7.4,0.70,-0.07,0.14  (Mar 2019),0  (Jul 2018),9.58 k,0.00 ,Small Cap,91.49
57,Rajapalayam Mills Ltd. ,Spinning-cotton/blended,0.5,5.3,0.50,-0.01,0.03  (Feb 2019),0  (Jul 2018),6.48 k,0.00 ,Small Cap,91.49
58,S Chand And Company Ltd. ,Printing and publishing,0.28,3,0.28,-0.06,0.28  (Jun 2019),0  (Jul 2018),33.99 k,0.00 ,Small Cap,91.49
59,Brigade Enterprises Ltd. ,Residential/commercial/sez project,0.18,1.9,0.18,0.01,0.15  (Apr 2019),0  (Jul 2018),7.41 k,0.00 ,Small Cap,91.49
