,Stock Invested in,Sector,Sector Total,Value(Cr),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName
26,J.b. Chemicals & Pharmaceuticals Ltd. ,Pharmaceuticals,1.76,11.3,1.65,0.04,1.08  (Jul 2018),1.08  (Jul 2018),30.86 k,0.00 ,Small Cap,92.06
27,INOX Leisure Ltd. ,"Flim production, distribution & exhibition",1.64,11.3,1.64,-0.16,0.85  (Jul 2018),0.85  (Jul 2018),34.37 k,0.00 ,Small Cap,92.06
28,Johnson Controls-Hitachi Air Conditioning India Ltd. ,Air conditioner,1.56,10.7,1.56,0.01,1.54  (Aug 2018),1.54  (Aug 2018),6.06 k,0.00 ,Small Cap,92.06
29,Heritage Foods (india) Ltd. ,Consumer food,1.56,10.7,1.56,0.64,0.92  (May 2019),0.92  (May 2019),26.37 k,10.37 k,Small Cap,92.06
30,Redington (India) Ltd. ,Logistics solution provider,1.51,10.4,1.51,-0.25,1.41  (Jan 2019),1.41  (Jan 2019),95.13 k,-0.31 L,Small Cap,92.06
31,PTC India Ltd. ,Power trading,1.47,10.1,1.47,0.03,1.44  (May 2019),1.44  (May 2019),1.50 L,0.00 ,Small Cap,92.06
32,Himatsingka Seide Ltd. ,Fabrics and garments,2.89,9.7,1.41,-0.23,1.41  (Jun 2019),1.41  (Jun 2019),59.67 k,0.00 ,Small Cap,92.06
33,Rane Holdings Ltd. ,Investment companies,1.4,9.6,1.40,-0.15,1.4  (Jun 2019),1.4  (Jun 2019),9.09 k,0.00 ,Small Cap,92.06
34,ISGEC Heavy Engineering Ltd. ,Industrial equipment,2.66,9.4,1.37,-0.06,1.01  (Dec 2018),1.01  (Dec 2018),20.76 k,0.00 ,Other,3.66
35,Muthoot Capital Services Ltd. ,Nbfc,3.72,9.1,1.32,-0.01,0.97  (Apr 2019),0  (Jul 2018),12.78 k,0.00 ,Small Cap,92.06
36,Indostar Capital Finance Private Ltd. ,Nbfc,3.72,9.1,1.32,-0.04,1.12  (Oct 2018),1.12  (Oct 2018),24.83 k,0.00 ,Small Cap,92.06
37,Arvind Fashions Ltd. ,Industrial equipment,2.66,8.8,1.29,0.06,1.1  (Apr 2019),0  (Jul 2018),12.97 k,2.00 k,Other,3.66
38,GNA Axles Ltd. ,Auto ancillaries,5.93,7.8,1.14,-0.06,1.14  (Jun 2019),1.14  (Jun 2019),28.71 k,0.00 ,Small Cap,92.06
39,HSIL Ltd. ,Glass – consumer,1.12,7.7,1.12,-0.06,0.91  (Nov 2018),0.91  (Nov 2018),30.00 k,0.00 ,Small Cap,92.06
40,Premier Explosives Ltd. ,Explosives,1.08,7.4,1.08,-0.01,0.8  (Jul 2018),0.8  (Jul 2018),37.27 k,0.00 ,Small Cap,92.06
41,Magma Fincorp Ltd. ,Nbfc,3.72,7.3,1.06,0.04,1.03  (May 2019),0  (Jul 2018),56.18 k,0.00 ,Small Cap,92.06
42,Capacite Infraprojects Ltd. ,Residential/commercial/sez project,2.87,7.3,1.06,0.05,0.77  (Oct 2018),0.77  (Oct 2018),26.76 k,0.00 ,Small Cap,92.06
43,Taj GVK Hotels & Resorts Ltd. ,Hotels/resorts,2.9,7.1,1.03,-0.05,0.94  (Sep 2018),0.94  (Sep 2018),37.60 k,0.00 ,Small Cap,92.06
44,KPIT Engineering Ltd. ,Auto ancillaries,5.93,6.9,1.00,0.04,0.96  (May 2019),0  (Jul 2018),71.03 k,0.00 ,Other,3.66
45,Century Plyboards India Ltd. ,Plywood boards,0.99,6.8,0.99,0.03,0.97  (May 2019),0  (Jul 2018),40.76 k,0.00 ,Small Cap,92.06
46,- Accelya Kale Solutions Limited ,Computers - software,0.93,6.4,0.93,0.00,0.92  (Mar 2019),0  (Jul 2018),7.40 k,0.00 ,Small Cap,92.06
47,Cyient Ltd. ,It enabled services – software,0.91,6.3,0.91,0.01,0.9  (May 2019),0.9  (May 2019),11.55 k,0.00 ,Small Cap,92.06
48,- Triveni Turbine Ltd. ,Power equipment,1.62,6.1,0.88,0.00,0.85  (Jul 2018),0.85  (Jul 2018),58.39 k,0.00 ,Small Cap,92.06
49,Indian Terrain Fashions Ltd. ,Fabrics and garments,2.89,5.3,0.77,-0.01,0.77  (Jun 2019),0.77  (Jun 2019),50.61 k,0.00 ,Small Cap,92.06
50,Khadim India Ltd. ,Leather and leather products,0.74,5.1,0.74,-0.05,0.74  (Jun 2019),0.74  (Jun 2019),16.74 k,0.00 ,Small Cap,92.06
51,TD Power Systems Ltd. ,Power equipment,1.62,5.1,0.74,0.04,0.53  (Aug 2018),0.53  (Aug 2018),33.26 k,0.00 ,Small Cap,92.06
52,Dollar Industries Ltd. ,Fabrics and garments,2.89,4.9,0.71,0.05,0.66  (May 2019),0.66  (May 2019),19.14 k,0.00 ,Small Cap,92.06
53,Force Motors Ltd. ,Commercial vehicles,0.62,4.3,0.62,-0.03,0.62  (Jun 2019),0.62  (Jun 2019),3.00 k,0.00 ,Small Cap,92.06
54,CL Educate Ltd. ,Education,0.54,3.7,0.54,-0.01,0.53  (Nov 2018),0.53  (Nov 2018),35.91 k,0.00 ,Small Cap,92.06
55,R.P.P. Infra Projects Ltd. ,Construction civil,0.35,2.4,0.35,-0.05,0.35  (Feb 2019),0.35  (Feb 2019),22.46 k,0.00 ,Small Cap,92.06
56,S Chand And Company Ltd. ,Printing and publishing,1.93,1.7,0.25,-0.05,0.25  (Jun 2019),0.25  (Jun 2019),19.65 k,0.00 ,Small Cap,92.06
57,Mcleod Russel (India) Ltd. ,Tea &  coffee,0.16,1.1,0.16,-0.15,0.16  (Jun 2019),0.16  (Jun 2019),67.27 k,0.00 ,Small Cap,92.06
58,# Laurus Labs Ltd. ,Pharmaceuticals,1.76,0.8,0.11,0.11,0.11  (Jun 2019),0  (Jul 2018),2.26 k,2.26 k,Small Cap,92.06
59,- CreditAccess Grameen Ltd. ,Nbfc,3.72,0.2,0.02,0.00,0.02  (May 2019),0  (Jul 2018),310.00 ,0.00 ,Small Cap,92.06
60,# JM Financial Ltd. ,Stockbroking and allied,0.01,0.1,0.01,0.01,0.01  (Jun 2019),0  (Jul 2018),1.25 k,1.25 k,Small Cap,92.06
